0000. FEN: r1b1k2Q/bp1p1p2/n1pB1P1p/8/Pp6/1q2P3/2PP3P/RN2KBNR b KQ -  | Depth: 1 | Expected: 0 | Result: 0 [PASSED]
4015. FEN: 4Q3/1b4k1/1N4p1/1P1p1p2/Pp3PnP/3pR3/4PNB1/2R1K3 w - -  | Depth: 3 | Expected: 43533 | Result: 43533 [PASSED]
4015. FEN: 4Q3/1b4k1/1N4p1/1P1p1p2/Pp3PnP/3pR3/4PNB1/2R1K3 w - -  | Depth: 4 | Expected: 656844 | Result: 656844 [PASSED]
4015. FEN: 4Q3/1b4k1/1N4p1/1P1p1p2/Pp3PnP/3pR3/4PNB1/2R1K3 w - -  | Depth: 5 | Expected: 31508945 | Result: 31508945 [PASSED]
4016. FEN: 5B2/1r2r3/p3Nbkp/PP1B4/4P3/2Rp4/8/4K3 b - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
4016. FEN: 5B2/1r2r3/p3Nbkp/PP1B4/4P3/2Rp4/8/4K3 b - -  | Depth: 2 | Expected: 765 | Result: 765 [PASSED]
4016. FEN: 5B2/1r2r3/p3Nbkp/PP1B4/4P3/2Rp4/8/4K3 b - -  | Depth: 3 | Expected: 20361 | Result: 20361 [PASSED]
4016. FEN: 5B2/1r2r3/p3Nbkp/PP1B4/4P3/2Rp4/8/4K3 b - -  | Depth: 4 | Expected: 600495 | Result: 600495 [PASSED]
4016. FEN: 5B2/1r2r3/p3Nbkp/PP1B4/4P3/2Rp4/8/4K3 b - -  | Depth: 5 | Expected: 16057771 | Result: 16057771 [PASSED]
4017. FEN: r1bqkbnr/pppppp2/8/6pp/3n1P2/2P4P/PP1NP1P1/R1BQKBNR b KQkq -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
4017. FEN: r1bqkbnr/pppppp2/8/6pp/3n1P2/2P4P/PP1NP1P1/R1BQKBNR b KQkq -  | Depth: 2 | Expected: 696 | Result: 696 [PASSED]
4017. FEN: r1bqkbnr/pppppp2/8/6pp/3n1P2/2P4P/PP1NP1P1/R1BQKBNR b KQkq -  | Depth: 3 | Expected: 20885 | Result: 20885 [PASSED]
4017. FEN: r1bqkbnr/pppppp2/8/6pp/3n1P2/2P4P/PP1NP1P1/R1BQKBNR b KQkq -  | Depth: 4 | Expected: 547442 | Result: 547442 [PASSED]
4017. FEN: r1bqkbnr/pppppp2/8/6pp/3n1P2/2P4P/PP1NP1P1/R1BQKBNR b KQkq -  | Depth: 5 | Expected: 16579877 | Result: 16579877 [PASSED]
4018. FEN: 6r1/1p2pkbp/3p3n/4RPp1/2P1p1b1/6P1/3K1N1P/B4B1R b - -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
4018. FEN: 6r1/1p2pkbp/3p3n/4RPp1/2P1p1b1/6P1/3K1N1P/B4B1R b - -  | Depth: 2 | Expected: 751 | Result: 751 [PASSED]
4018. FEN: 6r1/1p2pkbp/3p3n/4RPp1/2P1p1b1/6P1/3K1N1P/B4B1R b - -  | Depth: 3 | Expected: 20367 | Result: 20367 [PASSED]
4018. FEN: 6r1/1p2pkbp/3p3n/4RPp1/2P1p1b1/6P1/3K1N1P/B4B1R b - -  | Depth: 4 | Expected: 581380 | Result: 581380 [PASSED]
4018. FEN: 6r1/1p2pkbp/3p3n/4RPp1/2P1p1b1/6P1/3K1N1P/B4B1R b - -  | Depth: 5 | Expected: 16234080 | Result: 16234080 [PASSED]
4019. FEN: 8/p2n3k/P4P2/1pqp2p1/3P3p/2BN3P/3Q2R1/6K1 b - -  | Depth: 1 | Expected: 23 | Result: 23 [PASSED]
4019. FEN: 8/p2n3k/P4P2/1pqp2p1/3P3p/2BN3P/3Q2R1/6K1 b - -  | Depth: 2 | Expected: 761 | Result: 761 [PASSED]
4019. FEN: 8/p2n3k/P4P2/1pqp2p1/3P3p/2BN3P/3Q2R1/6K1 b - -  | Depth: 3 | Expected: 17914 | Result: 17914 [PASSED]
4019. FEN: 8/p2n3k/P4P2/1pqp2p1/3P3p/2BN3P/3Q2R1/6K1 b - -  | Depth: 4 | Expected: 607248 | Result: 607248 [PASSED]
4019. FEN: 8/p2n3k/P4P2/1pqp2p1/3P3p/2BN3P/3Q2R1/6K1 b - -  | Depth: 5 | Expected: 13989765 | Result: 13989765 [PASSED]
4020. FEN: 4k3/4r2p/2b4P/3p4/p1p5/6p1/1bBBR2r/3K4 w - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
4020. FEN: 4k3/4r2p/2b4P/3p4/p1p5/6p1/1bBBR2r/3K4 w - -  | Depth: 2 | Expected: 829 | Result: 829 [PASSED]
4020. FEN: 4k3/4r2p/2b4P/3p4/p1p5/6p1/1bBBR2r/3K4 w - -  | Depth: 3 | Expected: 19779 | Result: 19779 [PASSED]
4020. FEN: 4k3/4r2p/2b4P/3p4/p1p5/6p1/1bBBR2r/3K4 w - -  | Depth: 4 | Expected: 634324 | Result: 634324 [PASSED]
4020. FEN: 4k3/4r2p/2b4P/3p4/p1p5/6p1/1bBBR2r/3K4 w - -  | Depth: 5 | Expected: 14856365 | Result: 14856365 [PASSED]
4021. FEN: 8/2k5/2b5/3B4/P2n2pp/2Q5/4r3/2K5 b - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
4021. FEN: 8/2k5/2b5/3B4/P2n2pp/2Q5/4r3/2K5 b - -  | Depth: 2 | Expected: 858 | Result: 858 [PASSED]
4021. FEN: 8/2k5/2b5/3B4/P2n2pp/2Q5/4r3/2K5 b - -  | Depth: 3 | Expected: 23559 | Result: 23559 [PASSED]
4021. FEN: 8/2k5/2b5/3B4/P2n2pp/2Q5/4r3/2K5 b - -  | Depth: 4 | Expected: 653453 | Result: 653453 [PASSED]
4021. FEN: 8/2k5/2b5/3B4/P2n2pp/2Q5/4r3/2K5 b - -  | Depth: 5 | Expected: 17579856 | Result: 17579856 [PASSED]
4022. FEN: 2r1k1Br/2p4p/4pbp1/ppP1P3/P4B2/1PNRQP1P/4K1P1/6R1 b - -  | Depth: 1 | Expected: 18 | Result: 18 [PASSED]
4022. FEN: 2r1k1Br/2p4p/4pbp1/ppP1P3/P4B2/1PNRQP1P/4K1P1/6R1 b - -  | Depth: 2 | Expected: 778 | Result: 778 [PASSED]
4022. FEN: 2r1k1Br/2p4p/4pbp1/ppP1P3/P4B2/1PNRQP1P/4K1P1/6R1 b - -  | Depth: 3 | Expected: 13766 | Result: 13766 [PASSED]
4022. FEN: 2r1k1Br/2p4p/4pbp1/ppP1P3/P4B2/1PNRQP1P/4K1P1/6R1 b - -  | Depth: 4 | Expected: 599779 | Result: 599779 [PASSED]
4022. FEN: 2r1k1Br/2p4p/4pbp1/ppP1P3/P4B2/1PNRQP1P/4K1P1/6R1 b - -  | Depth: 5 | Expected: 10957687 | Result: 10957687 [PASSED]
4023. FEN: 1N6/6P1/5k2/r2b4/3p4/3P3K/8/QR1N4 b - -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
4023. FEN: 1N6/6P1/5k2/r2b4/3p4/3P3K/8/QR1N4 b - -  | Depth: 2 | Expected: 806 | Result: 806 [PASSED]
4023. FEN: 1N6/6P1/5k2/r2b4/3p4/3P3K/8/QR1N4 b - -  | Depth: 3 | Expected: 20415 | Result: 20415 [PASSED]
4023. FEN: 1N6/6P1/5k2/r2b4/3p4/3P3K/8/QR1N4 b - -  | Depth: 4 | Expected: 627645 | Result: 627645 [PASSED]
4023. FEN: 1N6/6P1/5k2/r2b4/3p4/3P3K/8/QR1N4 b - -  | Depth: 5 | Expected: 14418368 | Result: 14418368 [PASSED]
4024. FEN: 4rb2/1kp1p3/4b1r1/p1q2pp1/p1Pp1P2/3P1P1P/PB1K2B1/1N3RNR w - -  | Depth: 1 | Expected: 21 | Result: 21 [PASSED]
4024. FEN: 4rb2/1kp1p3/4b1r1/p1q2pp1/p1Pp1P2/3P1P1P/PB1K2B1/1N3RNR w - -  | Depth: 2 | Expected: 778 | Result: 778 [PASSED]
4024. FEN: 4rb2/1kp1p3/4b1r1/p1q2pp1/p1Pp1P2/3P1P1P/PB1K2B1/1N3RNR w - -  | Depth: 3 | Expected: 16303 | Result: 16303 [PASSED]
4024. FEN: 4rb2/1kp1p3/4b1r1/p1q2pp1/p1Pp1P2/3P1P1P/PB1K2B1/1N3RNR w - -  | Depth: 4 | Expected: 600857 | Result: 600857 [PASSED]
4024. FEN: 4rb2/1kp1p3/4b1r1/p1q2pp1/p1Pp1P2/3P1P1P/PB1K2B1/1N3RNR w - -  | Depth: 5 | Expected: 13019530 | Result: 13019530 [PASSED]
4025. FEN: 2b5/1r2n2r/1Nn1k1p1/pP1p1p1Q/P2p1P1P/8/2RBP3/4KBNR w K -  | Depth: 1 | Expected: 35 | Result: 35 [PASSED]
4025. FEN: 2b5/1r2n2r/1Nn1k1p1/pP1p1p1Q/P2p1P1P/8/2RBP3/4KBNR w K -  | Depth: 2 | Expected: 746 | Result: 746 [PASSED]
4025. FEN: 2b5/1r2n2r/1Nn1k1p1/pP1p1p1Q/P2p1P1P/8/2RBP3/4KBNR w K -  | Depth: 3 | Expected: 26807 | Result: 26807 [PASSED]
4025. FEN: 2b5/1r2n2r/1Nn1k1p1/pP1p1p1Q/P2p1P1P/8/2RBP3/4KBNR w K -  | Depth: 4 | Expected: 584179 | Result: 584179 [PASSED]
4025. FEN: 2b5/1r2n2r/1Nn1k1p1/pP1p1p1Q/P2p1P1P/8/2RBP3/4KBNR w K -  | Depth: 5 | Expected: 21301637 | Result: 21301637 [PASSED]
4026. FEN: r1b4r/6kp/4P1p1/pp1p1p1R/Pb6/2p3P1/R2B1PP1/3KNq2 w - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
4026. FEN: r1b4r/6kp/4P1p1/pp1p1p1R/Pb6/2p3P1/R2B1PP1/3KNq2 w - -  | Depth: 2 | Expected: 772 | Result: 772 [PASSED]
4026. FEN: r1b4r/6kp/4P1p1/pp1p1p1R/Pb6/2p3P1/R2B1PP1/3KNq2 w - -  | Depth: 3 | Expected: 17931 | Result: 17931 [PASSED]
4026. FEN: r1b4r/6kp/4P1p1/pp1p1p1R/Pb6/2p3P1/R2B1PP1/3KNq2 w - -  | Depth: 4 | Expected: 591238 | Result: 591238 [PASSED]
4026. FEN: r1b4r/6kp/4P1p1/pp1p1p1R/Pb6/2p3P1/R2B1PP1/3KNq2 w - -  | Depth: 5 | Expected: 14012037 | Result: 14012037 [PASSED]
4027. FEN: 3r1bk1/1p2p2p/3p3n/1R4p1/2P1pPb1/6PN/3K3P/B4B1R b - -  | Depth: 1 | Expected: 24 | Result: 24 [PASSED]
4027. FEN: 3r1bk1/1p2p2p/3p3n/1R4p1/2P1pPb1/6PN/3K3P/B4B1R b - -  | Depth: 2 | Expected: 791 | Result: 791 [PASSED]
4027. FEN: 3r1bk1/1p2p2p/3p3n/1R4p1/2P1pPb1/6PN/3K3P/B4B1R b - -  | Depth: 3 | Expected: 18974 | Result: 18974 [PASSED]
4027. FEN: 3r1bk1/1p2p2p/3p3n/1R4p1/2P1pPb1/6PN/3K3P/B4B1R b - -  | Depth: 4 | Expected: 606574 | Result: 606574 [PASSED]
4027. FEN: 3r1bk1/1p2p2p/3p3n/1R4p1/2P1pPb1/6PN/3K3P/B4B1R b - -  | Depth: 5 | Expected: 15119751 | Result: 15119751 [PASSED]
4028. FEN: r2qkbnr/ppp4p/3p1p2/4p1p1/Pn4b1/RPP3PN/3PPP1P/1NBQKB1R b Kkq -  | Depth: 1 | Expected: 39 | Result: 39 [PASSED]
4028. FEN: r2qkbnr/ppp4p/3p1p2/4p1p1/Pn4b1/RPP3PN/3PPP1P/1NBQKB1R b Kkq -  | Depth: 2 | Expected: 672 | Result: 672 [PASSED]
4028. FEN: r2qkbnr/ppp4p/3p1p2/4p1p1/Pn4b1/RPP3PN/3PPP1P/1NBQKB1R b Kkq -  | Depth: 3 | Expected: 25655 | Result: 25655 [PASSED]
4028. FEN: r2qkbnr/ppp4p/3p1p2/4p1p1/Pn4b1/RPP3PN/3PPP1P/1NBQKB1R b Kkq -  | Depth: 4 | Expected: 540869 | Result: 540869 [PASSED]
4028. FEN: r2qkbnr/ppp4p/3p1p2/4p1p1/Pn4b1/RPP3PN/3PPP1P/1NBQKB1R b Kkq -  | Depth: 5 | Expected: 20131579 | Result: 20131579 [PASSED]
4029. FEN: 3k4/3r4/6n1/5P2/N1pn2B1/8/1K6/3R3b b - -  | Depth: 1 | Expected: 35 | Result: 35 [PASSED]
4029. FEN: 3k4/3r4/6n1/5P2/N1pn2B1/8/1K6/3R3b b - -  | Depth: 2 | Expected: 853 | Result: 853 [PASSED]
4029. FEN: 3k4/3r4/6n1/5P2/N1pn2B1/8/1K6/3R3b b - -  | Depth: 3 | Expected: 26825 | Result: 26825 [PASSED]
4029. FEN: 3k4/3r4/6n1/5P2/N1pn2B1/8/1K6/3R3b b - -  | Depth: 4 | Expected: 647040 | Result: 647040 [PASSED]
4029. FEN: 3k4/3r4/6n1/5P2/N1pn2B1/8/1K6/3R3b b - -  | Depth: 5 | Expected: 19968227 | Result: 19968227 [PASSED]
4030. FEN: r1bqkbnr/p2pp3/2n2p1p/1pp3p1/P1P1P3/NP4P1/R2PNP1P/2BQKB1R w Kkq -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
4030. FEN: r1bqkbnr/p2pp3/2n2p1p/1pp3p1/P1P1P3/NP4P1/R2PNP1P/2BQKB1R w Kkq -  | Depth: 2 | Expected: 696 | Result: 696 [PASSED]
4030. FEN: r1bqkbnr/p2pp3/2n2p1p/1pp3p1/P1P1P3/NP4P1/R2PNP1P/2BQKB1R w Kkq -  | Depth: 3 | Expected: 20141 | Result: 20141 [PASSED]
4030. FEN: r1bqkbnr/p2pp3/2n2p1p/1pp3p1/P1P1P3/NP4P1/R2PNP1P/2BQKB1R w Kkq -  | Depth: 4 | Expected: 549910 | Result: 549910 [PASSED]
4030. FEN: r1bqkbnr/p2pp3/2n2p1p/1pp3p1/P1P1P3/NP4P1/R2PNP1P/2BQKB1R w Kkq -  | Depth: 5 | Expected: 16767170 | Result: 16767170 [PASSED]
4031. FEN: rn2bknr/4b3/3pP2p/8/pP2PPpP/p1R5/2KB1P2/1NN4R w - -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
4031. FEN: rn2bknr/4b3/3pP2p/8/pP2PPpP/p1R5/2KB1P2/1NN4R w - -  | Depth: 2 | Expected: 732 | Result: 732 [PASSED]
4031. FEN: rn2bknr/4b3/3pP2p/8/pP2PPpP/p1R5/2KB1P2/1NN4R w - -  | Depth: 3 | Expected: 23113 | Result: 23113 [PASSED]
4031. FEN: rn2bknr/4b3/3pP2p/8/pP2PPpP/p1R5/2KB1P2/1NN4R w - -  | Depth: 4 | Expected: 578528 | Result: 578528 [PASSED]
4031. FEN: rn2bknr/4b3/3pP2p/8/pP2PPpP/p1R5/2KB1P2/1NN4R w - -  | Depth: 5 | Expected: 18047012 | Result: 18047012 [PASSED]
4032. FEN: 1rb1k1r1/p2p2b1/B3p3/6pn/P2P2Pp/2p4P/R1P1P3/1N1QBKNR b - -  | Depth: 1 | Expected: 28 | Result: 28 [PASSED]
4032. FEN: 1rb1k1r1/p2p2b1/B3p3/6pn/P2P2Pp/2p4P/R1P1P3/1N1QBKNR b - -  | Depth: 2 | Expected: 719 | Result: 719 [PASSED]
4032. FEN: 1rb1k1r1/p2p2b1/B3p3/6pn/P2P2Pp/2p4P/R1P1P3/1N1QBKNR b - -  | Depth: 3 | Expected: 20881 | Result: 20881 [PASSED]
4032. FEN: 1rb1k1r1/p2p2b1/B3p3/6pn/P2P2Pp/2p4P/R1P1P3/1N1QBKNR b - -  | Depth: 4 | Expected: 568849 | Result: 568849 [PASSED]
4032. FEN: 1rb1k1r1/p2p2b1/B3p3/6pn/P2P2Pp/2p4P/R1P1P3/1N1QBKNR b - -  | Depth: 5 | Expected: 16817129 | Result: 16817129 [PASSED]
4033. FEN: 8/2k2r2/2N5/Pp6/7Q/1p5K/1b2r3/8 w - -  | Depth: 1 | Expected: 28 | Result: 28 [PASSED]
4033. FEN: 8/2k2r2/2N5/Pp6/7Q/1p5K/1b2r3/8 w - -  | Depth: 2 | Expected: 879 | Result: 879 [PASSED]
4033. FEN: 8/2k2r2/2N5/Pp6/7Q/1p5K/1b2r3/8 w - -  | Depth: 3 | Expected: 21542 | Result: 21542 [PASSED]
4033. FEN: 8/2k2r2/2N5/Pp6/7Q/1p5K/1b2r3/8 w - -  | Depth: 4 | Expected: 659384 | Result: 659384 [PASSED]
4033. FEN: 8/2k2r2/2N5/Pp6/7Q/1p5K/1b2r3/8 w - -  | Depth: 5 | Expected: 16204355 | Result: 16204355 [PASSED]
4034. FEN: 2bqk1nr/p5bp/n2p1P2/p1pPp3/P5p1/RrP5/1P1NPP1P/2B1KBNR w Kk -  | Depth: 1 | Expected: 22 | Result: 22 [PASSED]
4034. FEN: 2bqk1nr/p5bp/n2p1P2/p1pPp3/P5p1/RrP5/1P1NPP1P/2B1KBNR w Kk -  | Depth: 2 | Expected: 711 | Result: 711 [PASSED]
4034. FEN: 2bqk1nr/p5bp/n2p1P2/p1pPp3/P5p1/RrP5/1P1NPP1P/2B1KBNR w Kk -  | Depth: 3 | Expected: 17071 | Result: 17071 [PASSED]
4034. FEN: 2bqk1nr/p5bp/n2p1P2/p1pPp3/P5p1/RrP5/1P1NPP1P/2B1KBNR w Kk -  | Depth: 4 | Expected: 564894 | Result: 564894 [PASSED]
4034. FEN: 2bqk1nr/p5bp/n2p1P2/p1pPp3/P5p1/RrP5/1P1NPP1P/2B1KBNR w Kk -  | Depth: 5 | Expected: 14326315 | Result: 14326315 [PASSED]
4035. FEN: r1b2br1/1p1k4/p4Q2/q1p1P2p/P4pnP/1PPK1P2/4N3/RN1R4 b - -  | Depth: 1 | Expected: 28 | Result: 28 [PASSED]
4035. FEN: r1b2br1/1p1k4/p4Q2/q1p1P2p/P4pnP/1PPK1P2/4N3/RN1R4 b - -  | Depth: 2 | Expected: 892 | Result: 892 [PASSED]
4035. FEN: r1b2br1/1p1k4/p4Q2/q1p1P2p/P4pnP/1PPK1P2/4N3/RN1R4 b - -  | Depth: 3 | Expected: 19903 | Result: 19903 [PASSED]
4035. FEN: r1b2br1/1p1k4/p4Q2/q1p1P2p/P4pnP/1PPK1P2/4N3/RN1R4 b - -  | Depth: 4 | Expected: 626388 | Result: 626388 [PASSED]
4035. FEN: r1b2br1/1p1k4/p4Q2/q1p1P2p/P4pnP/1PPK1P2/4N3/RN1R4 b - -  | Depth: 5 | Expected: 15485007 | Result: 15485007 [PASSED]
4036. FEN: 6rk/rp6/n7/2bpp1B1/P6N/1p3qPK/7P/RN6 w - -  | Depth: 1 | Expected: 18 | Result: 18 [PASSED]
4036. FEN: 6rk/rp6/n7/2bpp1B1/P6N/1p3qPK/7P/RN6 w - -  | Depth: 2 | Expected: 754 | Result: 754 [PASSED]
4036. FEN: 6rk/rp6/n7/2bpp1B1/P6N/1p3qPK/7P/RN6 w - -  | Depth: 3 | Expected: 13861 | Result: 13861 [PASSED]
4036. FEN: 6rk/rp6/n7/2bpp1B1/P6N/1p3qPK/7P/RN6 w - -  | Depth: 4 | Expected: 578135 | Result: 578135 [PASSED]
4036. FEN: 6rk/rp6/n7/2bpp1B1/P6N/1p3qPK/7P/RN6 w - -  | Depth: 5 | Expected: 11631715 | Result: 11631715 [PASSED]
4037. FEN: 3qkbnr/r1p5/p1np1p1p/1p2p3/1P5p/P4PP1/2bPK1BR/RNB2QN1 b k -  | Depth: 1 | Expected: 35 | Result: 35 [PASSED]
4037. FEN: 3qkbnr/r1p5/p1np1p1p/1p2p3/1P5p/P4PP1/2bPK1BR/RNB2QN1 b k -  | Depth: 2 | Expected: 694 | Result: 694 [PASSED]
4037. FEN: 3qkbnr/r1p5/p1np1p1p/1p2p3/1P5p/P4PP1/2bPK1BR/RNB2QN1 b k -  | Depth: 3 | Expected: 23931 | Result: 23931 [PASSED]
4037. FEN: 3qkbnr/r1p5/p1np1p1p/1p2p3/1P5p/P4PP1/2bPK1BR/RNB2QN1 b k -  | Depth: 4 | Expected: 550391 | Result: 550391 [PASSED]
4037. FEN: 3qkbnr/r1p5/p1np1p1p/1p2p3/1P5p/P4PP1/2bPK1BR/RNB2QN1 b k -  | Depth: 5 | Expected: 18914692 | Result: 18914692 [PASSED]
4038. FEN: 1B6/5R1n/2r1kbp1/5p1r/pP5P/2P5/2N5/2R3K1 w - -  | Depth: 1 | Expected: 33 | Result: 33 [PASSED]
4038. FEN: 1B6/5R1n/2r1kbp1/5p1r/pP5P/2P5/2N5/2R3K1 w - -  | Depth: 2 | Expected: 788 | Result: 788 [PASSED]
4038. FEN: 1B6/5R1n/2r1kbp1/5p1r/pP5P/2P5/2N5/2R3K1 w - -  | Depth: 3 | Expected: 24484 | Result: 24484 [PASSED]
4038. FEN: 1B6/5R1n/2r1kbp1/5p1r/pP5P/2P5/2N5/2R3K1 w - -  | Depth: 4 | Expected: 608485 | Result: 608485 [PASSED]
4038. FEN: 1B6/5R1n/2r1kbp1/5p1r/pP5P/2P5/2N5/2R3K1 w - -  | Depth: 5 | Expected: 18929152 | Result: 18929152 [PASSED]
4039. FEN: rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
4039. FEN: rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq -  | Depth: 2 | Expected: 751 | Result: 751 [PASSED]
4039. FEN: rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq -  | Depth: 3 | Expected: 22822 | Result: 22822 [PASSED]
4039. FEN: rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq -  | Depth: 4 | Expected: 586355 | Result: 586355 [PASSED]
4039. FEN: rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq -  | Depth: 5 | Expected: 18209820 | Result: 18209820 [PASSED]
4040. FEN: rr6/1kb2Q2/p2B2P1/Ppp2p2/3R4/RP5b/3K4/8 w - -  | Depth: 1 | Expected: 43 | Result: 43 [PASSED]
4040. FEN: rr6/1kb2Q2/p2B2P1/Ppp2p2/3R4/RP5b/3K4/8 w - -  | Depth: 2 | Expected: 709 | Result: 709 [PASSED]
4040. FEN: rr6/1kb2Q2/p2B2P1/Ppp2p2/3R4/RP5b/3K4/8 w - -  | Depth: 3 | Expected: 28941 | Result: 28941 [PASSED]
4040. FEN: rr6/1kb2Q2/p2B2P1/Ppp2p2/3R4/RP5b/3K4/8 w - -  | Depth: 4 | Expected: 568192 | Result: 568192 [PASSED]
4040. FEN: rr6/1kb2Q2/p2B2P1/Ppp2p2/3R4/RP5b/3K4/8 w - -  | Depth: 5 | Expected: 22530882 | Result: 22530882 [PASSED]
4041. FEN: 8/r3b1kB/8/7n/3p3r/2p5/1n2K1b1/7R w - -  | Depth: 1 | Expected: 19 | Result: 19 [PASSED]
4041. FEN: 8/r3b1kB/8/7n/3p3r/2p5/1n2K1b1/7R w - -  | Depth: 2 | Expected: 886 | Result: 886 [PASSED]
4041. FEN: 8/r3b1kB/8/7n/3p3r/2p5/1n2K1b1/7R w - -  | Depth: 3 | Expected: 14681 | Result: 14681 [PASSED]
4041. FEN: 8/r3b1kB/8/7n/3p3r/2p5/1n2K1b1/7R w - -  | Depth: 4 | Expected: 661139 | Result: 661139 [PASSED]
4041. FEN: 8/r3b1kB/8/7n/3p3r/2p5/1n2K1b1/7R w - -  | Depth: 5 | Expected: 10977316 | Result: 10977316 [PASSED]
4042. FEN: rnbqkb1r/2pppppp/1p5n/8/p1BPP3/5N2/PPPN1PPP/1RBQK2R w Kk -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
4042. FEN: rnbqkb1r/2pppppp/1p5n/8/p1BPP3/5N2/PPPN1PPP/1RBQK2R w Kk -  | Depth: 2 | Expected: 709 | Result: 709 [PASSED]
4042. FEN: rnbqkb1r/2pppppp/1p5n/8/p1BPP3/5N2/PPPN1PPP/1RBQK2R w Kk -  | Depth: 3 | Expected: 22998 | Result: 22998 [PASSED]
4042. FEN: rnbqkb1r/2pppppp/1p5n/8/p1BPP3/5N2/PPPN1PPP/1RBQK2R w Kk -  | Depth: 4 | Expected: 558141 | Result: 558141 [PASSED]
4042. FEN: rnbqkb1r/2pppppp/1p5n/8/p1BPP3/5N2/PPPN1PPP/1RBQK2R w Kk -  | Depth: 5 | Expected: 18561781 | Result: 18561781 [PASSED]
4043. FEN: r2k1b2/n7/p2p2Q1/P1pP4/8/P2KBB2/6p1/R5NR w - -  | Depth: 1 | Expected: 52 | Result: 52 [PASSED]
4043. FEN: r2k1b2/n7/p2p2Q1/P1pP4/8/P2KBB2/6p1/R5NR w - -  | Depth: 2 | Expected: 773 | Result: 773 [PASSED]
4043. FEN: r2k1b2/n7/p2p2Q1/P1pP4/8/P2KBB2/6p1/R5NR w - -  | Depth: 3 | Expected: 36885 | Result: 36885 [PASSED]
4043. FEN: r2k1b2/n7/p2p2Q1/P1pP4/8/P2KBB2/6p1/R5NR w - -  | Depth: 4 | Expected: 594436 | Result: 594436 [PASSED]
4043. FEN: r2k1b2/n7/p2p2Q1/P1pP4/8/P2KBB2/6p1/R5NR w - -  | Depth: 5 | Expected: 27314779 | Result: 27314779 [PASSED]
4044. FEN: 5r1B/R1p5/Pn2P1p1/8/6k1/1PrN4/4K3/b6N b - -  | Depth: 1 | Expected: 36 | Result: 36 [PASSED]
4044. FEN: 5r1B/R1p5/Pn2P1p1/8/6k1/1PrN4/4K3/b6N b - -  | Depth: 2 | Expected: 843 | Result: 843 [PASSED]
4044. FEN: 5r1B/R1p5/Pn2P1p1/8/6k1/1PrN4/4K3/b6N b - -  | Depth: 3 | Expected: 26784 | Result: 26784 [PASSED]
4044. FEN: 5r1B/R1p5/Pn2P1p1/8/6k1/1PrN4/4K3/b6N b - -  | Depth: 4 | Expected: 627264 | Result: 627264 [PASSED]
4044. FEN: 5r1B/R1p5/Pn2P1p1/8/6k1/1PrN4/4K3/b6N b - -  | Depth: 5 | Expected: 20006111 | Result: 20006111 [PASSED]
4045. FEN: rnbqkbnr/pp1p2p1/2p2p1p/4p3/P4B2/1P1P2P1/2P1PP1P/RN1QKBNR b KQkq -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
4045. FEN: rnbqkbnr/pp1p2p1/2p2p1p/4p3/P4B2/1P1P2P1/2P1PP1P/RN1QKBNR b KQkq -  | Depth: 2 | Expected: 733 | Result: 733 [PASSED]
4045. FEN: rnbqkbnr/pp1p2p1/2p2p1p/4p3/P4B2/1P1P2P1/2P1PP1P/RN1QKBNR b KQkq -  | Depth: 3 | Expected: 20301 | Result: 20301 [PASSED]
4045. FEN: rnbqkbnr/pp1p2p1/2p2p1p/4p3/P4B2/1P1P2P1/2P1PP1P/RN1QKBNR b KQkq -  | Depth: 4 | Expected: 578559 | Result: 578559 [PASSED]
4045. FEN: rnbqkbnr/pp1p2p1/2p2p1p/4p3/P4B2/1P1P2P1/2P1PP1P/RN1QKBNR b KQkq -  | Depth: 5 | Expected: 16530544 | Result: 16530544 [PASSED]
4046. FEN: 3k4/8/2r5/3BR3/p6p/3K2b1/5P2/6r1 b - -  | Depth: 1 | Expected: 31 | Result: 31 [PASSED]
4046. FEN: 3k4/8/2r5/3BR3/p6p/3K2b1/5P2/6r1 b - -  | Depth: 2 | Expected: 849 | Result: 849 [PASSED]
4046. FEN: 3k4/8/2r5/3BR3/p6p/3K2b1/5P2/6r1 b - -  | Depth: 3 | Expected: 25668 | Result: 25668 [PASSED]
